Winner,title_bout,B_avg_KD,B_avg_opp_KD,B_avg_SIG_STR_pct,B_avg_opp_SIG_STR_pct,B_avg_TD_pct,B_avg_opp_TD_pct,B_avg_SUB_ATT,B_avg_opp_SUB_ATT,B_avg_REV,B_avg_opp_REV,B_avg_SIG_STR_att,B_avg_SIG_STR_landed,B_avg_opp_SIG_STR_att,B_avg_opp_SIG_STR_landed,B_avg_TOTAL_STR_att,B_avg_TOTAL_STR_landed,B_avg_opp_TOTAL_STR_att,B_avg_opp_TOTAL_STR_landed,B_avg_TD_att,B_avg_TD_landed,B_avg_opp_TD_att,B_avg_opp_TD_landed,B_avg_HEAD_att,B_avg_HEAD_landed,B_avg_opp_HEAD_att,B_avg_opp_HEAD_landed,B_avg_BODY_att,B_avg_BODY_landed,B_avg_opp_BODY_att,B_avg_opp_BODY_landed,B_avg_LEG_att,B_avg_LEG_landed,B_avg_opp_LEG_att,B_avg_opp_LEG_landed,B_avg_DISTANCE_att,B_avg_DISTANCE_landed,B_avg_opp_DISTANCE_att,B_avg_opp_DISTANCE_landed,B_avg_CLINCH_att,B_avg_CLINCH_landed,B_avg_opp_CLINCH_att,B_avg_opp_CLINCH_landed,B_avg_GROUND_att,B_avg_GROUND_landed,B_avg_opp_GROUND_att,B_avg_opp_GROUND_landed,B_avg_CTRL_time(seconds),B_avg_opp_CTRL_time(seconds),B_total_time_fought(seconds),B_total_rounds_fought,B_total_title_bouts,B_current_win_streak,B_current_lose_streak,B_longest_win_streak,B_wins,B_losses,B_draw,B_win_by_Decision_Majority,B_win_by_Decision_Split,B_win_by_Decision_Unanimous,B_win_by_KO/TKO,B_win_by_Submission,B_win_by_TKO_Doctor_Stoppage,B_Height_cms,B_Reach_cms,B_Weight_lbs,R_avg_KD,R_avg_opp_KD,R_avg_SIG_STR_pct,R_avg_opp_SIG_STR_pct,R_avg_TD_pct,R_avg_opp_TD_pct,R_avg_SUB_ATT,R_avg_opp_SUB_ATT,R_avg_REV,R_avg_opp_REV,R_avg_SIG_STR_att,R_avg_SIG_STR_landed,R_avg_opp_SIG_STR_att,R_avg_opp_SIG_STR_landed,R_avg_TOTAL_STR_att,R_avg_TOTAL_STR_landed,R_avg_opp_TOTAL_STR_att,R_avg_opp_TOTAL_STR_landed,R_avg_TD_att,R_avg_TD_landed,R_avg_opp_TD_att,R_avg_opp_TD_landed,R_avg_HEAD_att,R_avg_HEAD_landed,R_avg_opp_HEAD_att,R_avg_opp_HEAD_landed,R_avg_BODY_att,R_avg_BODY_landed,R_avg_opp_BODY_att,R_avg_opp_BODY_landed,R_avg_LEG_att,R_avg_LEG_landed,R_avg_opp_LEG_att,R_avg_opp_LEG_landed,R_avg_DISTANCE_att,R_avg_DISTANCE_landed,R_avg_opp_DISTANCE_att,R_avg_opp_DISTANCE_landed,R_avg_CLINCH_att,R_avg_CLINCH_landed,R_avg_opp_CLINCH_att,R_avg_opp_CLINCH_landed,R_avg_GROUND_att,R_avg_GROUND_landed,R_avg_opp_GROUND_att,R_avg_opp_GROUND_landed,R_avg_CTRL_time(seconds),R_avg_opp_CTRL_time(seconds),R_total_time_fought(seconds),R_total_rounds_fought,R_total_title_bouts,R_current_win_streak,R_current_lose_streak,R_longest_win_streak,R_wins,R_losses,R_draw,R_win_by_Decision_Majority,R_win_by_Decision_Split,R_win_by_Decision_Unanimous,R_win_by_KO/TKO,R_win_by_Submission,R_win_by_TKO_Doctor_Stoppage,R_Height_cms,R_Reach_cms,R_Weight_lbs,B_age,R_age,weight_class_Flyweight,weight_class_Bantamweight,weight_class_Featherweight,weight_class_Lightweight,weight_class_Welterweight,weight_class_Middleweight,weight_class_LightHeavyweight,weight_class_Heavyweight,weight_class_WomenStrawweight,weight_class_WomenFlyweight,weight_class_WomenBantamweight,weight_class_WomenFeatherweight,weight_class_CatchWeight,weight_class_OpenWeight,B_Stance_Orthodox,B_Stance_Southpaw,B_Stance_Switch,B_Stance_Sideways,B_Stance_Open Stance,R_Stance_Orthodox,R_Stance_Southpaw,R_Stance_Switch,R_Stance_Sideways,R_Stance_Open Stance
Red,True,0.0,0.4,0.28400000000000003,0.332,1.0,0.064,0.0,0.8,0.0,0.0,214.6,64.2,170.0,57.599999999999994,223.6,72.80000000000001,185.0,72.0,1.0,1.0,4.800000000000001,0.4,185.8,42.800000000000004,124.0,23.200000000000003,16.8,13.2,24.0,16.0,12.0,8.2,22.0,18.400000000000002,198.8,55.2,159.2,51.2,13.200000000000001,7.6,8.6,5.2,2.5999999999999996,1.4,2.1999999999999997,1.2,44.2,71.8,1260.0,8,1,0,1,1,1,1,0,0,0,1,0,0,0,175.26,185.42000000000002,145.0,0.384,0.0,0.5154080000000001,0.41988800000000004,0.057024,0.11232,0.5296000000000001,0.0,0.0,0.216,26.6704,12.8448,22.916800000000002,9.2912,36.8768,22.7488,41.641600000000004,25.1408,0.7776,0.5184000000000001,2.928,0.9072,20.1168,7.804799999999999,15.862399999999997,3.1488000000000005,4.816000000000001,3.4464000000000006,2.4576000000000002,2.1312,1.7375999999999998,1.5936000000000001,4.5968,4.0112,24.4912,11.112,16.444799999999997,4.8064,0.7776,0.5616,3.3504000000000005,3.2208,1.4016000000000002,1.1712,3.1216,1.2639999999999998,41.59199999999999,173.62079999999997,355.664,9,1,0,1,4,4,1,0,0,1,0,2,1,0,177.8,182.88,155.0,32.0,27.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False
Blue,True,0.39100508159999997,0.011197439999999998,0.42957459484672,0.33950948548607995,0.482656101376,0.36571675451391994,0.0,0.113957646336,0.333118464,0.0,178.524079542272,76.142262910976,189.162631651328,67.12551636582401,186.84706133606403,84.154204704768,197.73484812697598,75.0796233728,1.1643038597120001,0.91323183104,6.097854894079999,1.988008730624,163.396313796608,63.600222355456005,151.779555971072,41.801836240895994,11.572373827583998,9.480602202112,20.9030395904,14.04459081728,3.55539191808,3.061438353408,16.480036089856,11.279089307648,158.38962987008,63.71227642265601,174.169924472832,55.552189034495996,10.149886947328,6.361853169664,12.190468100096,10.051919331328,9.984562724864,6.068133318656,2.8022390784,1.521408,131.892802670592,98.10410463232,1124.097510801408,33,1,3,0,3,9,4,0,0,1,3,5,0,0,180.34,187.96,170.0,0.138940379136,0.0,0.43719795228672004,0.36496086368256003,0.34152791859200005,0.15552071491584,0.012523216895999998,0.246718464,0.0,0.0,225.72752489267202,92.66740700364801,214.557443903488,93.318238273536,259.9361301504,125.58948914380801,235.76619194368004,113.78864367206398,7.674051321856,3.2001606778880003,1.690369449984,0.813452673024,192.35020181094401,64.872551264256,184.317285736448,73.34825932800001,7.022332993536001,4.404824039424,18.318844465152,10.619979137024,26.354990088192,23.390031699968002,11.921313701888002,9.349999808512,199.619441012736,72.95477752627201,200.786627801088,85.000153849856,23.217618096128,16.9902695424,12.0857104384,6.684818759680001,2.8904657838079997,2.7223599349759997,1.685105664,1.6332656639999998,262.196564516864,61.17521215487999,1169.426727481344,34,2,4,0,6,11,2,0,1,2,3,5,0,0,175.26,175.26,185.0,32.0,31.0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False
Red,False,0.5296000000000001,0.0,0.43600000000000005,0.393664,0.5591999999999999,0.20764800000000003,0.2592,1.0048,0.0,0.0,76.98400000000001,33.0576,66.82560000000001,25.9056,89.0128,44.26559999999999,82.5296,36.408,3.0000000000000004,1.56,4.5888,2.6495999999999995,65.07839999999999,23.3504,59.0,20.747200000000003,9.558399999999999,7.36,3.6111999999999997,2.2927999999999997,2.3472,2.3472,4.2143999999999995,2.8655999999999997,50.8064,13.9152,45.68,14.0592,15.742400000000002,10.022400000000001,16.8096,9.1744,10.4352,9.120000000000001,4.336,2.6719999999999997,81.2016,176.0064,508.79359999999997,11,0,1,0,2,3,2,0,0,0,0,3,0,0,172.72,177.8,155.0,0.286656,0.08639999999999999,0.36616768,0.33929664,0.20263296,0.1,0.83584,0.4,0.4,0.64,81.79673600000001,28.034239999999997,81.482688,24.079616,103.185664,48.427328,85.609344,27.166272,0.7582079999999999,0.385152,3.81632,0.8,68.04032,18.359872,70.30771200000001,18.142592,3.980544,2.73312,7.8956159999999995,3.585408,9.775872,6.941248,3.2793599999999996,2.351616,78.5392,26.498559999999998,76.87039999999999,23.049216,2.4336,0.7584,0.612288,0.2304,0.823936,0.77728,4.0,0.8,18.161151999999998,235.80992000000003,579.8327039999999,13,1,3,0,3,6,1,0,0,1,1,2,1,1,180.34,193.04,170.0,31.0,30.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False
Blue,False,1.0,0.0,0.58,0.63,0.0,0.0,0.0,2.0,0.0,0.0,62.0,36.0,22.0,14.0,83.0,55.0,76.0,64.0,0.0,0.0,1.0,0.0,33.0,13.0,15.0,9.0,27.0,21.0,7.0,5.0,2.0,2.0,0.0,0.0,3.0,1.0,3.0,0.0,47.0,30.0,3.0,3.0,12.0,5.0,16.0,11.0,137.0,193.0,437.0,2,0,1,0,1,1,0,0,0,0,0,1,0,0,190.5,200.66,185.0,1.0,0.0,0.52,0.5,0.0,0.0,0.0,0.0,0.0,0.0,42.0,22.0,10.0,5.0,42.0,22.0,10.0,5.0,0.0,0.0,0.0,0.0,42.0,22.0,9.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,19.0,6.0,10.0,5.0,2.0,1.0,0.0,0.0,21.0,15.0,0.0,0.0,18.0,0.0,71.0,1,1,1,0,1,1,0,0,0,0,0,1,0,0,182.88,193.04,185.0,26.0,31.0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False
Red,False,0.06768230399999998,0.148317696,0.42352078336,0.42625818623999995,0.424832,0.149038848,0.384,0.018662399999999996,0.144,0.0,57.82101299200001,21.933975552,39.126137344,14.581748736000002,90.781179904,46.68588646399999,75.90562304,46.155730432,3.6594944,1.484416,0.7185971200000001,0.154077696,51.388971008000006,17.813860352,29.538517503999998,7.9516968960000005,5.957417984,4.0371712,5.0396160000000005,3.5318015999999997,0.47462399999999993,0.082944,4.54800384,3.0982502400000005,35.321419776,11.61153792,29.574749695999998,8.09279744,6.0665538560000005,3.208438272,6.021088256,3.7175295999999998,16.433039360000002,7.113999360000001,3.5302993920000003,2.771421696,208.415542272,89.221891072,610.245093888,18,1,0,1,4,6,4,0,0,0,2,3,1,0,193.04,198.12,245.0,0.25167513599999997,0.33984,0.51222731264,0.6498693529599999,0.049846026239999994,0.132,0.041181696,0.041057279999999995,0.0,0.011197439999999998,76.031806464,31.582182912,92.964977152,57.340684288000006,83.489455616,38.989816832,117.80182016,80.10238003200001,0.549548032,0.111725568,3.0739169280000005,0.8,60.71958016,19.979790336,71.090532352,37.135264768000006,10.339850752,8.049786368000001,13.028814336000002,11.509461504,4.972375552,3.5526062080000003,8.845630464,8.695958016,66.27040102400001,22.778792448000004,79.89593856,47.91845888,3.723363328,3.0566062080000003,9.417838591999999,6.830865408,6.038042112,5.746784256,3.6512000000000002,2.59136,32.727977472,153.890584576,700.006244352,18,0,1,0,3,7,3,0,0,0,1,5,1,0,198.12,200.66,255.0,31.0,32.0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False
Red,False,0.52224,0.544,0.42070080000000004,0.3036256,0.44400000000000006,0.250656,0.63328,0.15552,0.0,0.0,96.1568,39.95264,102.54048,29.749760000000002,111.89056,55.16416,128.65472,50.5648,2.20576,1.4880000000000002,3.2976,0.69504,81.11232000000001,28.15552,89.81088,21.58848,6.6064,4.94112,7.7776,4.79392,8.43808,6.856,4.951999999999999,3.3673599999999992,82.03136,31.30528,82.20416,18.28608,8.59008,5.4694400000000005,5.71328,3.1286400000000003,5.53536,3.1779200000000003,14.62304,8.33504,45.02272,283.7136,671.0275200000001,14,0,0,1,2,3,3,0,0,0,1,2,0,0,172.72,177.8,135.0,0.15519744,0.24,0.48794122240000004,0.38618797568,0.35368951808000004,0.13113957888,0.74182144,0.08639999999999999,0.042301439999999996,0.006718463999999999,51.54165248,26.464070143999997,52.330080767999995,20.392219136,75.313120256,47.753942528,67.82866688,33.761206783999995,6.578658816000001,2.735031296,0.5461171199999999,0.20629555199999997,41.477605888,19.65910528,40.972941824,12.363470848,7.739109888000001,4.87547904,6.068245504,3.4920074239999996,2.324936704,1.929485824,5.288893440000001,4.536740864,32.679556096,13.306226687999999,40.554486784000005,14.7369856,6.155068416,3.6320133120000007,7.391056896,4.2467558400000005,12.707027967999998,9.525830144,4.384537088,1.4084776960000003,268.561417216,38.095008256,587.7417676800001,29,3,1,0,4,7,3,0,0,0,2,0,5,0,167.64000000000001,170.18,135.0,33.0,35.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False
Red,False,0.05183999999999999,0.0,0.46353466880000005,0.4407987199999999,0.24,0.20328000000000002,0.152478567825408,0.09983692799999999,0.0,0.0,72.23285555199999,33.0,70.12707839999999,30.550424576,95.36,51.54016,91.85437439999998,47.744,2.0,0.7523958784,2.1999999999999997,0.76,55.76583162576896,20.3968,53.583384576,18.04,8.600000000000001,6.0,8.843776,5.928000000000001,5.199999999999999,4.215232,5.428386248851456,4.33412769086387,55.44,21.191008784305186,55.0,20.32,5.6000000000000005,3.7504,5.231999999999999,3.519812096,5.0,3.4572268488206213,3.8,2.592,101.0,96.0,640.22302464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,180.34,180.34,185.0,0.0,0.0,0.64,0.2,1.0,0.0,0.0,0.0,0.0,0.0,37.0,24.0,10.0,2.0,45.0,28.0,10.0,2.0,2.0,2.0,0.0,0.0,33.0,22.0,8.0,1.0,3.0,2.0,1.0,1.0,1.0,0.0,1.0,0.0,14.0,9.0,9.0,2.0,13.0,7.0,1.0,0.0,10.0,8.0,0.0,0.0,19.0,0.0,61.0,1,1,1,0,1,1,0,0,0,0,0,1,0,0,190.5,200.66,205.0,27.0,25.0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False
Blue,False,0.0,0.0,0.33,0.6,0.1,0.0,0.0,0.0,1.0,0.0,209.0,70.0,204.0,124.0,213.0,73.0,219.0,137.0,10.0,1.0,0.0,0.0,155.0,38.0,170.0,95.0,31.0,16.0,29.0,26.0,23.0,16.0,5.0,3.0,181.0,52.0,143.0,70.0,21.0,14.0,17.0,14.0,7.0,4.0,44.0,40.0,109.0,154.0,827.0,3,0,0,1,0,0,1,0,0,0,0,0,0,0,180.34,185.42000000000002,145.0,0.6,0.4,0.5,0.406,0.0,0.0,0.0,0.0,0.0,0.0,81.6,28.8,69.8,27.200000000000003,81.6,28.8,69.8,27.200000000000003,0.0,0.0,0.4,0.0,59.2,15.2,56.60000000000001,17.4,21.6,12.8,7.800000000000001,5.2,0.8,0.8,5.4,4.6,77.2,24.800000000000004,68.60000000000001,26.0,0.8,0.4,0.0,0.0,3.5999999999999996,3.5999999999999996,1.2000000000000002,1.2000000000000002,1.7999999999999998,6.4,344.0,4,0,1,0,1,1,1,0,0,0,0,1,0,0,182.88,180.34,155.0,21.0,26.0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False
Red,False,0.05183999999999999,0.0,0.46353466880000005,0.4407987199999999,0.24,0.20328000000000002,0.152478567825408,0.09983692799999999,0.0,0.0,72.23285555199999,33.0,70.12707839999999,30.550424576,95.36,51.54016,91.85437439999998,47.744,2.0,0.7523958784,2.1999999999999997,0.76,55.76583162576896,20.3968,53.583384576,18.04,8.600000000000001,6.0,8.843776,5.928000000000001,5.199999999999999,4.215232,5.428386248851456,4.33412769086387,55.44,21.191008784305186,55.0,20.32,5.6000000000000005,3.7504,5.231999999999999,3.519812096,5.0,3.4572268488206213,3.8,2.592,101.0,96.0,640.22302464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,172.72,170.18,135.0,0.0,0.0,0.556,0.29000000000000004,0.864,0.148,1.4,0.0,0.0,0.0,146.6,80.80000000000001,179.6,51.6,152.8,86.4,204.79999999999998,73.8,1.8000000000000003,1.4,7.4,1.2000000000000002,116.6,54.599999999999994,146.2,32.0,19.4,16.2,25.200000000000003,13.2,10.6,10.0,8.2,6.4,102.0,46.8,152.0,36.2,26.6,19.8,26.400000000000002,15.0,18.0,14.200000000000001,1.2000000000000002,0.4,201.2,212.6,900.0,6,0,1,0,1,1,1,0,0,0,1,0,0,0,170.18,170.18,135.0,27.0,26.0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False
Red,False,0.0,0.0,0.402,0.61,0.264,0.6,0.0,0.6,0.0,0.0,56.2,29.400000000000002,47.400000000000006,29.6,85.0,52.2,139.20000000000002,108.2,3.6,2.4000000000000004,1.6,1.2,46.6,21.6,39.0,23.0,5.6000000000000005,3.8000000000000003,7.200000000000001,5.4,4.0,4.0,1.2000000000000002,1.2000000000000002,21.0,5.4,31.0,15.2,12.4,9.6,8.4,8.0,22.8,14.4,8.0,6.4,319.6,18.599999999999998,460.2,4,0,0,1,1,1,1,0,0,0,1,0,0,0,177.8,177.8,135.0,0.0,0.24,0.4344,0.3832,0.3,0.484,1.0799999999999998,0.24,0.36,0.36,150.44,62.52,118.08000000000001,44.67999999999999,158.28,69.24000000000001,135.88,58.84,1.92,0.96,5.5200000000000005,2.08,117.6,39.28,91.35999999999999,26.52,18.76,10.6,18.6,11.64,14.080000000000002,12.64,8.120000000000001,6.52,146.76000000000002,59.84,111.2,40.760000000000005,2.7199999999999998,1.96,1.8400000000000003,1.2,0.96,0.72,5.04,2.7199999999999998,49.0,174.23999999999998,894.96,9,0,1,0,1,2,1,0,0,0,2,0,0,0,167.64000000000001,175.26,125.0,27.0,21.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False
Red,False,0.05183999999999999,0.0,0.46353466880000005,0.4407987199999999,0.24,0.20328000000000002,0.152478567825408,0.09983692799999999,0.0,0.0,72.23285555199999,33.0,70.12707839999999,30.550424576,95.36,51.54016,91.85437439999998,47.744,2.0,0.7523958784,2.1999999999999997,0.76,55.76583162576896,20.3968,53.583384576,18.04,8.600000000000001,6.0,8.843776,5.928000000000001,5.199999999999999,4.215232,5.428386248851456,4.33412769086387,55.44,21.191008784305186,55.0,20.32,5.6000000000000005,3.7504,5.231999999999999,3.519812096,5.0,3.4572268488206213,3.8,2.592,101.0,96.0,640.22302464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,185.42,185.42,265.0,0.0,0.0,0.4,0.3,0.0,0.11,0.0,0.0,0.0,0.0,117.0,47.0,84.0,26.0,121.0,51.0,120.0,46.0,0.0,0.0,9.0,1.0,103.0,36.0,77.0,20.0,6.0,5.0,7.0,6.0,8.0,6.0,0.0,0.0,114.0,45.0,65.0,14.0,2.0,1.0,11.0,7.0,1.0,1.0,8.0,5.0,5.0,190.0,900.0,3,0,1,0,1,1,0,0,0,0,1,0,0,0,190.5,198.12,242.0,32.0,27.0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False
Blue,False,0.0,0.0,0.13,0.58,0.0,0.6,0.0,1.0,0.0,0.0,22.0,3.0,55.0,32.0,23.0,4.0,73.0,49.0,0.0,0.0,5.0,3.0,21.0,3.0,51.0,29.0,0.0,0.0,3.0,2.0,1.0,0.0,1.0,1.0,22.0,3.0,16.0,5.0,0.0,0.0,3.0,2.0,0.0,0.0,36.0,25.0,0.0,235.0,448.0,2,0,0,1,0,0,1,0,0,0,0,0,0,0,190.5,190.5,185.0,0.288,0.0,0.33871999999999997,0.37136,0.252,0.16656,0.36,0.0,0.0,0.0,168.54399999999998,58.42399999999999,133.28,49.464000000000006,170.272,60.151999999999994,139.57600000000002,53.488,0.976,0.36,3.792,0.8320000000000001,134.44,41.288000000000004,107.54400000000001,34.37599999999999,21.816000000000003,11.672,7.52,4.023999999999999,12.288,5.464,18.216,11.064,157.952,51.232,122.68,43.943999999999996,7.703999999999999,5.608,9.0,5.119999999999999,2.888,1.584,1.6,0.4,27.936,62.88799999999999,679.968,9,0,3,0,3,3,1,0,0,0,1,1,1,0,198.12,195.58,185.0,31.0,26.0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False
Red,False,0.409344,0.0,0.42003264000000007,0.2857792,0.46176,0.284128,0.046655999999999996,0.046655999999999996,0.0,0.24,141.24883200000002,58.713024000000004,157.501056,44.588864,153.470528,69.90976,173.57312000000002,59.005888,0.688704,0.6368640000000001,6.157568,1.663232,111.040704,39.993216000000004,127.02323200000001,25.788032,12.372224000000001,7.273728,10.524928000000001,6.295424000000001,17.835904,11.44608,19.952896000000003,12.505408,130.380032,51.061952000000005,149.439232,41.35968,2.913856,2.52736,4.458880000000001,1.758464,7.954944,5.123712,3.6029440000000004,1.47072,51.32172799999999,179.05715200000003,984.7933439999999,18,0,0,1,6,6,1,0,0,0,2,4,0,0,172.72,177.8,145.0,0.117504,0.0870912,0.4619942878383309,0.26098814407180293,0.5833035186179277,0.065550061928448,0.21657452543999997,0.503914328162304,0.011667624984575999,0.0,179.49420187720088,78.90022432515686,134.43713699935026,38.974265472581635,220.18751439454206,116.77362746877543,161.52444934642074,64.79569936849305,5.922689699512319,2.522040128176128,1.567932289253376,0.15398093360332796,143.77953134451099,54.408919096852486,118.72932115011994,29.60504952075059,21.496080090333184,13.430813243572224,9.307002565263359,4.900176559472641,14.218590442356733,11.06049198473216,6.400813283966976,4.4690393923584,137.6551911580631,48.35413644944998,128.05370512824732,35.57379459806003,4.073588784922624,2.5806194300682237,4.82105785368576,2.279441482973184,37.76542193421517,27.96546844563866,1.562374017417216,1.121029391548416,324.48040241712334,8.334298986676224,1078.9253810588875,58,7,3,0,5,11,5,0,0,0,7,3,1,0,167.64000000000001,172.72,135.0,31.0,33.0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False
Blue,False,0.732255232,0.271104,0.51845281792,0.43290385408,0.016796159999999997,0.058381056,0.144,0.634077696,0.0,0.0,54.26798028799999,25.070966272,45.683323392000005,19.207490559999997,54.786854911999995,25.250000896,49.184901120000006,21.966899199999997,0.18878975999999997,0.033592319999999995,2.8104739839999997,0.250251264,34.800859136,10.492226559999999,41.679148032,16.31587072,10.569244159999998,7.418705408,2.5449277439999998,1.5913343999999998,8.897876992,7.160034304,1.4592476159999999,1.3002854400000001,50.762964479999994,22.652655104,35.91949568,14.006721536,1.001180672,0.955271168,1.037312,0.20595916799999997,2.503835136,1.4630400000000001,8.726515712000001,4.994809856,13.950031872,35.741376511999995,336.11763609599996,21,0,4,0,4,8,2,0,1,1,1,5,0,0,180.34,190.5,145.0,0.144,0.0,0.48368,0.28071999999999997,0.336,0.12408,0.216,0.0,0.432,0.0,116.736,57.343999999999994,122.712,36.623999999999995,125.15199999999999,65.304,138.57600000000002,48.744,2.4560000000000004,0.9359999999999999,6.752,1.344,78.16,31.584,96.856,23.68,24.568,15.152000000000001,14.607999999999999,5.624,14.008,10.608,11.248000000000001,7.32,101.52000000000001,45.272000000000006,110.736,29.991999999999997,6.744000000000001,5.5440000000000005,5.264,2.6239999999999997,8.472,6.5280000000000005,6.712,4.008,115.76799999999997,124.79199999999999,795.9599999999999,10,0,4,0,4,4,0,0,0,1,1,1,1,0,177.8,180.34,155.0,28.0,28.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False
Blue,False,0.0,0.0,0.45,0.42,0.25,0.0,1.0,0.0,0.0,0.0,22.0,10.0,14.0,6.0,26.0,13.0,14.0,6.0,4.0,1.0,1.0,0.0,18.0,6.0,13.0,5.0,4.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,18.0,7.0,12.0,5.0,4.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,42.0,17.0,138.0,1,0,1,0,1,1,0,0,0,0,0,0,1,0,187.96,203.2,240.0,0.0,0.72,0.5660000000000001,0.4244,0.42400000000000004,0.0,0.0,0.0,0.0,0.0,73.24000000000001,37.24,39.16,13.28,161.04,115.24000000000001,62.72,35.080000000000005,3.52,1.48,2.36,0.0,51.4,18.76,29.479999999999997,7.28,12.56,9.96,8.239999999999998,4.96,9.280000000000001,8.52,1.4400000000000002,1.04,41.04,11.56,34.6,9.76,11.4,9.600000000000001,2.24,1.4400000000000002,20.799999999999997,16.08,2.3200000000000003,2.08,548.96,19.44,900.0,9,0,3,0,3,3,0,0,0,0,3,0,0,0,187.96,190.5,265.0,37.0,28.0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False
Blue,False,0.0,0.0,0.4476,0.334256,0.31651199999999996,0.552,0.5136,1.3616000000000001,0.744,0.7104,51.3104,23.0464,63.31360000000001,20.105600000000003,78.7984,47.6352,150.73919999999998,94.5104,1.3824,0.8255999999999999,3.8112000000000004,2.4016,45.345600000000005,19.0944,51.990399999999994,14.340800000000002,2.9008000000000003,1.3744,9.020800000000001,4.6448,3.064,2.5776000000000003,2.3024,1.12,38.104,15.0688,52.052800000000005,13.780800000000003,1.1087999999999998,0.9648,2.7712,1.5328,12.097600000000002,7.0127999999999995,8.4896,4.792,271.59040000000005,397.93600000000004,883.584,15,0,1,0,1,2,3,0,0,0,2,0,0,0,167.64000000000001,167.64000000000001,125.0,0.0497664,0.3678335999999999,0.268092544,0.45617139199999995,0.32817791999999996,0.2046336,0.2586624,0.33465599999999995,0.08639999999999999,0.018662399999999996,116.88509439999999,33.7437184,121.7010176,54.0977024,140.64921600000002,55.027328000000004,149.4564224,80.5709824,6.793215999999999,1.5242495999999999,4.0815232,1.4778624000000002,98.3536896,21.950015999999998,99.6506368,39.0946176,11.156326400000001,5.340608,17.6697472,11.1648384,7.3750784,6.4530944,4.3806336,3.8382464,95.4124032,22.4245504,101.79325440000001,40.0214912,14.7311872,9.2730624,16.062003200000003,11.389849600000002,6.741504,2.0461055999999997,3.8457600000000003,2.6863616,198.51271680000002,84.7994368,799.7122944,18,0,0,1,2,4,4,0,0,1,1,1,1,0,167.64000000000001,172.72,135.0,29.0,36.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False
